unnamed0,order,pID,msSubclass,msZoning,lotFrontage,lotArea,street,alley,lotShape,landContour,utilities,lotConfig,landSlope,neighborhood,condition1,condition2,bldgType,houseStyle,overallQual,overallCond,yearBuilt,yearRemodAdd,roofStyle,roofMatl,exterior1st,exterior2nd,masVnrType,masVnrArea,exterQual,exterCond,foundation,bsmtQual,bsmtCond,bsmtExposure,bsmtfinType1,bsmtfinSf1,bsmtfinType2,bsmtfinSf2,bsmtUnfSf,totalBsmtSf,heating,heatingQc,centralAir,electrical,1stFlrSf,2ndFlrSf,lowQualFinSf,grLivArea,bsmtFullBath,bsmtHalfBath,fullBath,halfBath,bedroomAbvgr,kitchenAbvgr,kitchenQual,totrmsAbvgrd,functional,fireplaces,fireplaceQu,garageType,garageYrBlt,garageFinish,garageCars,garageArea,garageQual,garageCond,pavedDrive,woodDeckSf,openPorchSf,enclosedPorch,3ssnPorch,screenPorch,poolQc,fence,miscFeature,miscVal,moSold,yrSold,saleType,saleCondition,salePrice,houseAge,yearsSinceRemod,isRemodeled,totalSf,totalBathrooms,totalPorchSf,qualityAreaInt,isPeakSeason,hasPool,hasFireplace,hasGarage
934,935,909451140,5.081404364984463,RM,3.2188758248682006,7.385851078125209,Pave,None,3,Lvl,AllPub,Inside,2,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,4,3,1,Unf,0.0,Unf,0.0,6.331501849893691,561.0,GasA,3,Y,SBrkr,6.331501849893691,6.505784060128229,0.0,7.114769448366463,0.0,0.0,1,1,2,0.6931471805599453,3,5,7,1,TA,Attchd,7.591357046698551,3,2.0,462.0,3,3,2,5.043425116919247,0.0,0.0,0.0,0.0,0,3.0,None,0.0,7,2009,WD ,Normal,11.703554089007538,29,29,0,568.1147694483665,1.5,0.0,42.68861669019878,1,0,1,1
935,936,909451180,5.081404364984463,RM,3.2188758248682006,7.170888478512505,Pave,None,3,Lvl,AllPub,Inside,2,Blueste,Norm,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,4,3,1,ALQ,5.655991810819852,Unf,0.0,5.6240175061873385,561.0,GasA,3,Y,SBrkr,6.331501849893691,6.505784060128229,0.0,7.114769448366463,0.0,0.0,1,1,2,0.6931471805599453,3,5,7,1,TA,Attchd,7.591357046698551,3,2.0,462.0,3,3,2,5.017279836814924,0.0,0.0,0.0,0.0,0,,None,0.0,5,2009,WD ,Normal,11.728044909070785,29,29,0,568.1147694483665,1.5,0.0,42.68861669019878,1,0,1,1
936,937,909452050,4.394449154672439,RL,4.2626798770413155,9.518413134075697,Pave,None,2,Lvl,AllPub,Inside,2,Crawfor,Norm,Norm,1Fam,SLvl,6,6,1986,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.493061443340548,3,4,CBlock,3,3,1,ALQ,6.12029741895095,Unf,0.0,4.77912349311153,572.0,GasA,4,Y,SBrkr,7.075808863978387,6.68586094706836,0.0,7.592366128519796,1.0,0.0,2,1,3,0.6931471805599453,3,6,7,1,TA,BuiltIn,7.594381242551817,3,2.0,501.0,3,3,2,5.993961427306569,4.727387818712341,0.0,0.0,0.0,0,0.0,Shed,7.313886831633462,4,2009,WD ,Normal,12.245298166364206,23,23,0,579.5923661285198,3.5,4.727387818712341,45.554196771118775,1,0,1,1
937,938,909475040,3.044522437723423,RL,4.2626798770413155,9.775540538205506,Pave,None,3,Bnk,AllPub,Inside,2,Crawfor,Norm,Norm,1Fam,1Story,7,9,1971,2009,Hip,CompShg,BrkFace,BrkFace,None,0.0,4,4,CBlock,4,3,1,GLQ,6.6895992691789665,ALQ,6.040254711277414,6.366470447731438,1803.0,GasA,3,Y,SBrkr,7.768956044538332,0.0,0.0,7.768956044538332,1.0,0.0,2,0,3,0.6931471805599453,5,7,6,2,Gd,Attchd,7.586803535162581,3,2.0,551.0,3,3,2,5.303304908059076,4.976733742420574,0.0,0.0,0.0,0,,None,0.0,7,2009,WD ,Normal,12.660331092405906,38,0,1,1810.7689560445383,3.0,4.976733742420574,54.382692311768324,1,0,1,1
938,939,909475300,3.044522437723423,RL,4.2626798770413155,9.984883190740122,Pave,None,2,Lvl,AllPub,Corner,2,Crawfor,Norm,Norm,1Fam,1Story,6,9,1988,2007,Hip,CompShg,Wd Sdng,Plywood,BrkFace,5.564520407322694,4,4,CBlock,4,3,1,GLQ,6.695798917058491,Unf,0.0,4.290459441148391,880.0,GasA,5,Y,SBrkr,7.427144133408616,0.0,0.0,7.427144133408616,1.0,0.0,2,0,3,0.6931471805599453,4,5,7,1,Gd,Attchd,7.5953872788539725,3,2.0,540.0,3,3,2,5.680172609017068,3.8066624897703196,0.0,5.209486152841421,0.0,0,0.0,None,0.0,12,2009,WD ,Normal,12.310437165348775,21,2,1,887.4271441334087,3.0,9.016148642611741,44.56286480045169,0,0,1,1
939,940,910202070,4.2626798770413155,RM,4.0943445622221,9.2771575450135,Pave,None,3,Lvl,AllPub,Inside,2,IDOTRR,Norm,Norm,1Fam,2Story,5,7,1920,1997,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,2,1,Rec,6.124683390894205,Unf,0.0,5.37989735354046,672.0,GasA,4,Y,FuseA,6.511745329644728,6.511745329644728,0.0,7.20414929203594,0.0,0.0,1,0,3,0.6931471805599453,3,6,7,0,None,Detchd,7.583247524303362,1,1.0,468.0,3,2,2,0.0,4.859812404361672,5.389071729816501,0.0,0.0,0,0.0,None,0.0,7,2009,WD ,Normal,11.898194668458823,89,12,1,679.2041492920359,1.0,10.248884134178173,36.020746460179694,1,0,0,1
940,941,910204050,4.2626798770413155,RM,3.9318256327243257,9.066585468331045,Pave,None,3,Bnk,AllPub,Inside,2,IDOTRR,Norm,Norm,1Fam,2Story,5,6,1900,1993,Gambrel,CompShg,AsbShng,AsbShng,None,0.0,3,3,BrkTil,3,3,1,Unf,0.0,Unf,0.0,6.634633357861686,760.0,GasA,5,N,SBrkr,6.834108738813838,6.834108738813838,5.746203190540153,7.682021510826875,0.0,0.0,2,0,5,0.6931471805599453,4,11,7,0,None,Detchd,7.6004023345004,1,2.0,576.0,3,3,2,6.148468295917647,5.081404364984463,4.3694478524670215,0.0,0.0,0,0.0,None,0.0,12,2009,WD ,Normal,11.719947764402807,109,16,1,767.6820215108269,2.0,9.450852217451484,38.41010755413437,0,0,0,1
941,942,910205020,4.2626798770413155,RM,4.110873864173311,8.764521909518802,Pave,None,3,Lvl,AllPub,Corner,2,IDOTRR,Norm,Norm,1Fam,2Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,PConc,3,3,2,Unf,0.0,Unf,0.0,6.391917113392602,596.0,GasA,3,N,SBrkr,6.391917113392602,6.391917113392602,0.0,7.084226422097916,0.0,0.0,1,0,3,0.6931471805599453,3,6,7,0,None,Detchd,7.560601162768557,1,1.0,189.0,2,2,0,0.0,0.0,4.927253685157205,0.0,0.0,0,2.0,None,0.0,7,2009,WD ,Normal,11.264476926102367,89,59,1,603.0842264220979,1.0,4.927253685157205,35.42113211048958,1,0,0,1
942,943,911103050,3.9318256327243257,C (all),4.663439094112067,9.044403844431551,Pave,None,2,Lvl,AllPub,Corner,2,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,3,2,1,Unf,0.0,Unf,0.0,6.921658184151129,1013.0,GasA,3,N,SBrkr,6.921658184151129,0.0,6.2422232654551655,7.3310603052186325,0.0,0.0,1,0,2,0.6931471805599453,2,6,7,0,None,None,0.0,0,0.0,0.0,0,0,0,0.0,0.0,5.056245805348308,0.0,0.0,0,3.0,None,0.0,10,2009,ConLD,Abnorml,11.350418300109132,94,27,1,1020.3310603052187,1.0,5.056245805348308,21.9931809156559,0,0,0,0
943,944,911104060,3.4339872044851463,C (all),4.110873864173311,9.23024103368252,Pave,Grvl,3,Lvl,AllPub,Inside,2,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,Unf,0.0,Unf,0.0,6.35088571671474,572.0,GasA,2,N,FuseP,6.35088571671474,0.0,0.0,6.35088571671474,0.0,0.0,1,0,2,0.6931471805599453,3,4,7,0,None,Detchd,7.57095858316901,1,1.0,200.0,3,3,0,0.0,0.0,4.290459441148391,0.0,0.0,0,0.0,None,0.0,5,2009,WD ,Normal,11.225256725762893,84,59,1,578.3508857167147,1.0,4.290459441148391,25.40354286685896,1,0,0,1
944,945,911370500,4.795790545596741,RM,3.8066624897703196,8.254268770090183,Pave,None,2,HLS,AllPub,Inside,1,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,5.1647859739235145,5,3,PConc,5,3,4,GLQ,7.29776828253138,Unf,0.0,4.795790545596741,1596.0,GasA,5,Y,SBrkr,7.407924322559599,0.0,0.0,7.407924322559599,1.0,0.6931471805599453,2,0,2,0.6931471805599453,5,5,7,1,Gd,Attchd,7.60489448081162,3,2.0,482.0,3,3,2,5.093750200806762,3.9889840465642745,0.0,5.0369526024136295,0.0,0,0.0,None,0.0,6,2009,New,Partial,12.345838935721968,2,1,1,1603.4079243225597,3.3465735902799727,9.025936648977904,59.26339458047679,1,0,1,1
945,946,912251110,3.4339872044851463,I (all),4.700480365792417,9.988793309115229,Grvl,None,3,Lvl,NoSewr,Inside,2,IDOTRR,Norm,Norm,1Fam,1Story,2,4,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,0,0,0,None,0.0,None,0.0,0.0,0.0,GasA,3,N,FuseA,6.698268054115413,0.0,0.0,6.698268054115413,0.0,0.0,1,0,1,0.6931471805599453,3,4,6,0,None,Detchd,7.588829878307813,1,1.0,280.0,3,3,0,4.787491742782046,3.2188758248682006,0.0,0.0,0.0,0,0.0,None,0.0,3,2009,ConLD,Normal,10.961729133727554,99,59,1,6.698268054115413,1.0,3.2188758248682006,13.396536108230826,0,0,0,1
946,947,914465020,4.110873864173311,RL,4.330733340286331,9.222861652529854,Pave,None,3,Lvl,AllPub,Inside,2,Mitchel,Norm,Norm,1Fam,2Story,8,5,2000,2001,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,1,ALQ,6.100318952020064,BLQ,5.5254529391317835,6.023447592961033,1107.0,GasA,5,Y,SBrkr,6.947937068614969,6.920671504248683,0.0,7.627057417018934,0.0,0.0,2,1,3,0.6931471805599453,4,7,7,1,TA,BuiltIn,7.601402334583733,3,3.0,642.0,3,3,2,5.351858133476067,4.5217885770490405,0.0,0.0,0.0,0,0.0,None,0.0,5,2009,WD ,Normal,12.433212202169729,9,8,1,1114.627057417019,2.5,4.5217885770490405,61.01645933615147,1,0,1,1
947,948,914465040,3.9318256327243257,RL,3.8918202981106265,9.458995712459116,Pave,None,2,Lvl,AllPub,CulDSac,2,Mitchel,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,1,GLQ,7.20934025660291,Unf,0.0,4.430816798843313,1434.0,GasA,5,Y,SBrkr,7.325807502595773,6.448889394146858,0.0,7.673223121121708,1.0,0.0,1,1,1,0.6931471805599453,4,6,7,1,Ex,Attchd,7.602900462204755,2,2.0,670.0,3,3,2,5.1298987149230735,3.784189633918261,0.0,0.0,5.293304824724492,0,0.0,None,0.0,8,2009,WD ,Abnorml,12.387089184491993,6,6,0,1441.6732231211217,2.5,9.077494458642754,53.71256184785196,0,0,1,1
948,949,914465055,3.044522437723423,RL,3.784189633918261,9.402529747968487,Pave,None,2,Lvl,AllPub,CulDSac,2,Mitchel,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,4.6913478822291435,4,3,PConc,5,3,2,Unf,0.0,Unf,0.0,7.444833273892193,1710.0,GasA,5,Y,SBrkr,7.444833273892193,0.0,0.0,7.444833273892193,0.0,0.0,2,0,3,0.6931471805599453,4,7,7,1,Gd,Attchd,7.60339933974067,3,2.0,550.0,3,3,2,4.61512051684126,3.8918202981106265,0.0,0.0,5.198497031265826,0,0.0,None,0.0,4,2009,WD ,Normal,12.388398368982115,5,4,1,1717.4448332738923,2.0,9.090317329376452,52.113832917245354,1,0,1,1
949,950,914474070,4.110873864173311,RL,4.276666119016055,9.41001056710475,Pave,None,2,Lvl,AllPub,CulDSac,2,Mitchel,Norm,Norm,1Fam,2Story,6,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,5,3,1,ALQ,6.53813982376767,Unf,0.0,4.74493212836325,804.0,GasA,5,Y,SBrkr,6.690842277418564,7.05444965813294,0.0,7.581719640125308,1.0,0.0,2,1,3,0.6931471805599453,4,7,7,1,TA,BuiltIn,7.601901959875166,3,2.0,560.0,3,3,2,4.836281906951478,5.262690188904886,0.0,0.0,0.0,0,0.0,None,0.0,6,2009,WD ,Normal,12.278397958261774,8,7,1,811.5817196401254,3.5,5.262690188904886,45.49031784075185,1,0,1,1
950,951,914475010,4.454347296253507,RL,4.330733340286331,9.18512512283512,Pave,None,3,Lvl,AllPub,Inside,2,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,3,ALQ,6.643789733147672,Unf,0.0,4.912654885736052,902.0,GasA,5,Y,SBrkr,6.831953565565855,0.0,0.0,6.831953565565855,1.0,0.0,1,0,2,0.6931471805599453,3,5,7,1,TA,Attchd,7.589841512182657,1,1.0,351.0,3,3,2,5.768320995793772,0.0,0.0,0.0,0.0,0,3.0,None,0.0,4,2009,WD ,Normal,11.960498140895073,32,32,0,908.8319535655659,2.0,0.0,40.99172139339513,1,0,1,1
951,952,914475030,4.454347296253507,RL,4.290459441148391,9.144307401371744,Pave,None,3,Bnk,AllPub,Inside,2,Mitchel,Norm,Norm,1Fam,SFoyer,6,7,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,3,GLQ,6.7357800142423265,LwQ,4.762173934797756,0.0,957.0,GasA,3,Y,SBrkr,7.160845906664299,0.0,0.0,7.160845906664299,1.0,0.0,1,1,2,0.6931471805599453,3,5,7,2,Fa,Attchd,7.589841512182657,2,2.0,541.0,3,3,2,5.713732805509369,3.6888794541139363,0.0,0.0,4.795790545596741,0,2.0,None,0.0,11,2009,WD ,Normal,12.06105265381003,32,32,0,964.1608459066643,2.5,8.484669999710677,42.965075439985796,0,0,1,1
952,953,914476020,4.51085950651685,RL,4.330733340286331,9.222861652529854,Pave,None,3,Lvl,AllPub,Inside,2,Mitchel,Norm,Norm,Duplex,1.5Fin,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,0,0,0,None,0.0,None,0.0,0.0,0.0,GasA,3,Y,SBrkr,7.172424577124845,6.07073772800249,0.0,7.45876269238096,0.0,0.0,2,0,4,1.0986122886681098,4,8,7,0,None,Attchd,7.589841512182657,1,2.0,539.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0,0.0,None,0.0,8,2009,COD,Normal,11.744045122410057,32,32,0,7.45876269238096,2.0,0.0,37.2938134619048,0,0,0,1
953,954,914476380,4.394449154672439,RL,4.31748811353631,9.205126804923296,Pave,None,2,Lvl,AllPub,CulDSac,2,Mitchel,Norm,Norm,1Fam,SLvl,7,5,1990,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,3,GLQ,6.416732282512326,Unf,0.0,6.359573868672378,1188.0,GasA,5,Y,SBrkr,7.1049654482698426,0.0,0.0,7.1049654482698426,1.0,0.0,2,0,3,0.6931471805599453,4,6,7,0,None,Attchd,7.596392304064196,1,2.0,497.0,3,3,2,5.1298987149230735,3.332204510175204,0.0,0.0,0.0,0,,None,0.0,6,2009,WD ,Normal,12.06105265381003,19,18,1,1195.10496544827,3.0,3.332204510175204,49.734758137888896,1,0,0,1
954,955,914476430,3.044522437723423,RL,4.418840607796598,9.312084355859467,Pave,None,3,Lvl,AllPub,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,5,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,1,BLQ,4.02535169073515,Unf,0.0,7.331714969726466,1582.0,GasA,3,Y,SBrkr,7.3752557780097545,0.0,0.0,7.3752557780097545,1.0,0.0,2,0,2,0.6931471805599453,3,5,7,0,None,Detchd,7.596894438144544,1,2.0,672.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0,0.0,None,0.0,4,2009,COD,Abnorml,11.931642378754141,18,18,0,1589.3752557780097,3.0,0.0,36.87627889004877,1,0,0,1
955,956,916176030,3.044522437723423,RL,4.418840607796598,9.573315428463395,Pave,None,2,Lvl,NoSeWa,CulDSac,2,Timber,Norm,Norm,1Fam,SLvl,6,6,1958,1958,Gable,CompShg,HdBoard,HdBoard,BrkFace,6.295266001439646,3,3,CBlock,3,3,1,GLQ,4.718498871295094,Rec,5.872117789475416,5.872117789475416,819.0,GasA,4,Y,FuseA,7.20414929203594,0.0,0.0,7.20414929203594,0.0,0.6931471805599453,1,0,3,0.6931471805599453,4,7,7,1,Gd,Basment,7.580189417944541,2,2.0,525.0,3,3,2,0.0,4.77912349311153,0.0,0.0,5.455321115357702,0,0.0,None,0.0,1,2009,COD,Abnorml,11.83138646878959,51,51,0,826.2041492920359,1.3465735902799727,10.234444608469232,43.22489575221564,0,0,1,1
956,957,916176125,3.044522437723423,RL,5.017279836814924,12.279536839074337,Pave,None,0,Low,AllPub,Inside,0,Timber,Norm,Norm,1Fam,1Story,7,5,1965,1965,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,4,3,4,ALQ,7.1204443723924875,Rec,6.710523109452428,4.394449154672439,2136.0,GasW,3,Y,SBrkr,7.619233416226805,0.0,0.0,7.619233416226805,2.0,0.0,2,0,3,0.6931471805599453,3,8,7,2,Gd,Attchd,7.583756300707112,2,2.0,513.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0,0.0,None,0.0,6,2009,WD ,Normal,12.834683971615659,44,44,0,2143.619233416227,4.0,0.0,53.33463391358764,1,0,1,1
957,958,916380070,3.044522437723423,RL,4.499809670330265,9.464905067965136,Pave,None,2,HLS,AllPub,Inside,2,Timber,Norm,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,4.2626798770413155,4,3,PConc,5,3,4,GLQ,6.930494765951626,Unf,0.0,6.395261598115449,1620.0,GasA,5,Y,SBrkr,7.390798521735676,0.0,0.0,7.390798521735676,1.0,0.0,2,0,2,0.6931471805599453,5,6,7,1,Ex,Attchd,7.605392364814935,3,3.0,912.0,3,3,2,5.43372200355424,0.0,0.0,0.0,0.0,0,0.0,None,0.0,9,2009,WD ,Normal,12.66191713053049,2,1,1,1627.3907985217356,3.0,0.0,66.51718669562109,0,0,1,1
958,959,916382010,4.110873864173311,RL,4.430816798843313,9.484937204879309,Pave,None,2,HLS,AllPub,Corner,2,Timber,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,5,3,3,Unf,0.0,Unf,0.0,6.741700694652055,846.0,GasA,4,Y,SBrkr,6.741700694652055,6.741700694652055,0.0,7.4342573821331355,0.0,0.0,2,1,3,0.6931471805599453,4,6,7,0,None,Attchd,7.605890001053122,2,2.0,650.0,3,3,2,5.342334251964811,4.74493212836325,0.0,0.0,0.0,0,0.0,None,0.0,7,2009,New,Partial,12.32163544049751,0,0,0,853.4342573821332,2.5,4.74493212836325,52.03980167493195,1,0,0,1
959,960,916382100,3.044522437723423,RL,4.736198448394496,9.505916206547065,Pave,None,2,HLS,AllPub,Corner,2,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,CemntBd,CmentBd,Stone,5.5093883366279774,5,3,CBlock,5,3,4,GLQ,7.472500744737558,Unf,0.0,6.07073772800249,2190.0,GasA,5,Y,SBrkr,7.619233416226805,0.0,0.0,7.619233416226805,1.0,0.0,2,0,3,0.6931471805599453,5,9,7,1,Ex,Attchd,7.605392364814935,3,3.0,780.0,3,3,2,4.51085950651685,5.043425116919247,0.0,0.0,0.0,0,0.0,None,0.0,7,2009,WD ,Normal,12.923914877701906,1,1,0,2197.619233416227,3.0,5.043425116919247,68.57310074604125,1,0,1,1
960,961,916382110,3.044522437723423,RL,4.382026634673881,9.579418082631959,Pave,None,2,HLS,AllPub,Corner,2,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,CemntBd,CmentBd,BrkFace,6.008813185442595,5,3,PConc,5,3,4,GLQ,7.017506142941256,Unf,0.0,6.267200548541362,1641.0,GasA,5,Y,SBrkr,7.403670290012373,0.0,0.0,7.403670290012373,1.0,0.0,2,0,3,0.6931471805599453,5,7,7,0,None,Attchd,7.605392364814935,3,3.0,885.0,3,3,2,0.0,4.564348191467836,0.0,0.0,0.0,0,0.0,None,0.0,1,2009,WD ,Normal,12.66508168011904,1,1,0,1648.4036702900123,3.0,4.564348191467836,66.63303261011136,0,0,0,1
961,962,916386140,3.044522437723423,RL,4.30406509320417,9.096723645189215,Pave,None,2,HLS,AllPub,Inside,2,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,GLQ,2.833213344056216,Unf,0.0,7.280008252884188,1466.0,GasA,5,Y,SBrkr,7.2909747781429814,0.0,0.0,7.2909747781429814,0.0,0.0,2,0,3,0.6931471805599453,4,7,7,0,None,Attchd,7.60489448081162,3,3.0,610.0,3,3,2,4.61512051684126,2.9444389791664403,0.0,0.0,0.0,0,0.0,None,0.0,7,2009,WD ,Normal,12.211065162153215,2,2,0,1473.290974778143,2.0,2.9444389791664403,58.32779822514385,1,0,0,1
962,963,916403010,3.044522437723423,RL,4.875197323201151,9.346443454968522,Pave,None,2,Lvl,AllPub,Corner,2,Timber,Norm,Norm,1Fam,1Story,6,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,2,GLQ,6.913737350659685,Unf,0.0,5.961005339623274,1392.0,GasA,3,Y,SBrkr,7.253470382684528,0.0,0.0,7.253470382684528,1.0,0.0,2,0,3,0.6931471805599453,4,6,7,1,TA,Attchd,7.5953872788539725,1,2.0,576.0,3,3,2,0.0,0.0,5.135798437050262,0.0,0.0,0,0.0,None,0.0,3,2009,WD ,Normal,12.07254696717504,21,21,0,1399.2534703826846,3.0,5.135798437050262,43.52082229610717,0,0,1,1
963,964,916403200,4.110873864173311,RL,4.418840607796598,9.1942109900463,Pave,None,2,Lvl,AllPub,CulDSac,2,Timber,Norm,Norm,1Fam,2Story,6,8,1980,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,4,3,1,ALQ,6.137727054086234,Unf,0.0,5.5254529391317835,712.0,GasA,5,Y,SBrkr,7.226936018493289,6.760414691083428,0.0,7.71333788887187,0.0,0.0,2,1,3,0.6931471805599453,4,7,7,1,TA,BuiltIn,7.591357046698551,3,2.0,440.0,3,3,2,5.723585101952381,3.2188758248682006,0.0,0.0,0.0,0,0.0,Shed,7.824445930877619,2,2009,WD ,Normal,12.225880174775122,29,3,1,719.7133378888718,2.5,3.2188758248682006,46.280027333231224,0,0,1,1
964,965,916403250,4.394449154672439,RL,4.836281906951478,9.57637141083894,Pave,None,2,Lvl,AllPub,Corner,2,Timber,Norm,Norm,1Fam,SLvl,7,5,1987,1989,Hip,CompShg,Plywood,Plywood,BrkFace,5.739792912179234,3,3,PConc,4,3,4,GLQ,6.807934943699926,ALQ,6.437751649736401,4.770684624465665,1645.0,GasA,5,Y,SBrkr,7.299797366758161,0.0,0.0,7.299797366758161,2.0,0.0,2,1,3,0.6931471805599453,4,7,6,1,Fa,Attchd,7.59488438721652,3,2.0,578.0,3,3,2,5.41610040220442,5.476463551931511,0.0,0.0,0.0,0,0.0,None,0.0,7,2009,WD ,Normal,12.271396795480596,22,20,1,1652.2997973667582,4.5,5.476463551931511,51.09858156730712,1,0,1,1
965,966,916455070,3.044522437723423,RL,4.418840607796598,8.832587702434553,Pave,None,2,Lvl,AllPub,Inside,2,Timber,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.919980925828125,4,3,PConc,5,3,1,GLQ,6.913737350659685,Unf,0.0,5.572154032177765,1267.0,GasA,5,Y,SBrkr,7.167809184316444,0.0,0.0,7.167809184316444,1.0,0.0,2,0,2,0.6931471805599453,4,6,7,0,None,Attchd,7.601901959875166,3,2.0,471.0,3,3,2,5.262690188904886,3.258096538021482,0.0,0.0,0.0,0,0.0,None,0.0,6,2009,WD ,Normal,12.301387370778713,8,7,1,1274.1678091843164,3.0,3.258096538021482,57.34247347453155,1,0,0,1
966,967,916460110,4.110873864173311,RL,4.330733340286331,9.12238309321704,Pave,None,2,Lvl,AllPub,Corner,2,Timber,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,Unf,0.0,Unf,0.0,6.816735880594968,912.0,GasA,5,Y,SBrkr,6.9782137426306985,6.849066282633458,0.0,7.608374474380783,0.0,0.0,2,1,3,0.6931471805599453,4,9,7,0,None,Attchd,7.602900462204755,3,2.0,486.0,3,3,2,4.8283137373023015,4.74493212836325,0.0,0.0,0.0,0,0.0,None,0.0,2,2009,WD ,Abnorml,12.04355959836804,6,6,0,919.6083744743808,2.5,4.74493212836325,53.25862132066548,0,0,0,1
967,968,916475040,3.044522437723423,RL,4.454347296253507,9.58891378461603,Pave,None,3,Lvl,AllPub,Inside,2,Timber,Norm,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,6.371611847231857,5,3,PConc,5,3,3,GLQ,7.13966033596492,Unf,0.0,6.361302477572996,1838.0,GasA,5,Y,SBrkr,7.516977224604321,0.0,0.0,7.516977224604321,1.0,0.0,2,0,2,0.6931471805599453,5,8,7,1,Gd,Attchd,7.604396348796338,3,3.0,765.0,3,3,2,5.602118820879701,4.23410650459726,0.0,0.0,0.0,0,0.0,None,0.0,3,2009,WD ,Normal,12.660331092405906,3,3,0,1845.5169772246043,3.0,4.23410650459726,67.65279502143889,0,0,1,1
968,969,921128050,3.044522437723423,RL,4.454347296253507,9.444146871458646,Pave,None,2,HLS,AllPub,Inside,2,Timber,Norm,Norm,1Fam,1Story,9,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,Stone,5.673323267171493,5,3,PConc,5,3,4,GLQ,7.403061091090091,Unf,0.0,5.82600010738045,1978.0,GasA,5,Y,SBrkr,7.590346945602565,0.0,0.0,7.590346945602565,1.0,0.0,2,0,2,0.6931471805599453,5,7,7,1,Gd,Attchd,7.60489448081162,3,3.0,920.0,3,3,2,5.733341276897746,3.970291913552122,0.0,0.0,0.0,0,0.0,None,0.0,5,2009,WD ,Normal,12.959846800844963,2,2,0,1985.5903469456025,3.0,3.970291913552122,68.31312251042309,1,0,1,1
